"Schema","Status","Error"
"./OSD/V1.5/data/AudioSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/AudioSceneDescriptors.json"
"./OSD/V1.5/data/AudioSceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/AudioSceneGeometry.json"
"./OSD/V1.5/data/AudioSource.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/AudioSource.json"
"./OSD/V1.5/data/AudioVisualEventDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/AudioVisualEventDescriptors.json"
"./OSD/V1.5/data/AudioVisualObject.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/AudioVisualObject.json"
"./OSD/V1.5/data/AudioVisualSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/AudioVisualSceneDescriptors.json"
"./OSD/V1.5/data/AudioVisualSceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/AudioVisualSceneGeometry.json"
"./OSD/V1.5/data/Basic3DModelObject.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/Basic3DModelObject.json"
"./OSD/V1.5/data/Basic3DModelSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/Basic3DModelSceneDescriptors.json"
"./OSD/V1.5/data/Basic3DModelSceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/Basic3DModelSceneGeometry.json"
"./OSD/V1.5/data/BasicAudioObject.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicAudioObject.json"
"./OSD/V1.5/data/BasicAudioSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicAudioSceneDescriptors.json"
"./OSD/V1.5/data/BasicAudioSceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicAudioSceneGeometry.json"
"./OSD/V1.5/data/BasicAudioVisualObject.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicAudioVisualObject.json"
"./OSD/V1.5/data/BasicAudioVisualSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicAudioVisualSceneDescriptors.json"
"./OSD/V1.5/data/BasicAudioVisualSceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicAudioVisualSceneGeometry.json"
"./OSD/V1.5/data/BasicEventDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicEventDescriptors.json"
"./OSD/V1.5/data/BasicLiDARObject.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicLiDARObject.json"
"./OSD/V1.5/data/BasicLiDARSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicLiDARSceneDescriptors.json"
"./OSD/V1.5/data/BasicLiDARSceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicLiDARSceneGeometry.json"
"./OSD/V1.5/data/BasicLocationObject.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicLocationObject.json"
"./OSD/V1.5/data/BasicObject.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicObject.json"
"./OSD/V1.5/data/BasicOfflineMapObject.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicOfflineMapObject.json"
"./OSD/V1.5/data/BasicOfflineMapSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicOfflineMapSceneDescriptors.json"
"./OSD/V1.5/data/BasicOfflineMapSceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicOfflineMapSceneGeometry.json"
"./OSD/V1.5/data/BasicPerceptibleEntity.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/Object.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicPerceptibleEntity.json"
"./OSD/V1.5/data/BasicRADARObject.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicRADARObject.json"
"./OSD/V1.5/data/BasicRADARSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicRADARSceneDescriptors.json"
"./OSD/V1.5/data/BasicRADARSceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicRADARSceneGeometry.json"
"./OSD/V1.5/data/BasicSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicSceneDescriptors.json"
"./OSD/V1.5/data/BasicSceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicSceneGeometry.json"
"./OSD/V1.5/data/BasicSpeechObject.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicSpeechObject.json"
"./OSD/V1.5/data/BasicSpeechSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicSpeechSceneDescriptors.json"
"./OSD/V1.5/data/BasicSpeechSceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicSpeechSceneGeometry.json"
"./OSD/V1.5/data/BasicTextObject.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/formats/TextStaticFormats.json from id https://schemas.mpai.community/TFA/V1.5/data/TextQualifier.json"
"./OSD/V1.5/data/BasicUltrasoundObject.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicUltrasoundObject.json"
"./OSD/V1.5/data/BasicUltrasoundSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicUltrasoundSceneDescriptors.json"
"./OSD/V1.5/data/BasicUltrasoundSceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicUltrasoundSceneGeometry.json"
"./OSD/V1.5/data/BasicVisualObject.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicVisualObject.json"
"./OSD/V1.5/data/BasicVisualSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicVisualSceneDescriptors.json"
"./OSD/V1.5/data/BasicVisualSceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/BasicVisualSceneGeometry.json"
"./OSD/V1.5/data/BoundingBox.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/formats/Visual2DStaticFormats.json from id https://schemas.mpai.community/OSD/V1.5/data/BoundingBox.json"
"./OSD/V1.5/data/ColourObject.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.4/formats/ColourSpaces.json from id https://schemas.mpai.community/TFA/V1.5/data/ColourQualifier.json"
"./OSD/V1.5/data/Coordinates.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/CoordinateTypes.json from id https://schemas.mpai.community/OSD/V1.5/data/Coordinates.json"
"./OSD/V1.5/data/DeviceSceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/Time.json from id https://schemas.mpai.community/OSD/V1.5/data/DeviceSceneGeometry.json"
"./OSD/V1.5/data/EnhancedVisualSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/EnhancedVisualSceneDescriptors.json"
"./OSD/V1.5/data/EventDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/EventDescriptors.json"
"./OSD/V1.5/data/ExtendedVisualSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/ExtendedVisualSceneDescriptors.json"
"./OSD/V1.5/data/GeometricSolid.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/RightParallelepiped.json from id https://schemas.mpai.community/OSD/V1.5/data/GeometricSolid.json"
"./OSD/V1.5/data/InstanceIdentifier.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/InstanceIdentifier.json"
"./OSD/V1.5/data/InteractionPotential.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/MLModelTypes.json from id https://schemas.mpai.community/TFA/V1.5/data/MLModelQualifier.json"
"./OSD/V1.5/data/LiDAREventDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/LiDAREventDescriptors.json"
"./OSD/V1.5/data/LiDARObject.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/LiDARObject.json"
"./OSD/V1.5/data/LiDARSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/LiDARSceneDescriptors.json"
"./OSD/V1.5/data/LiDARSceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/LiDARSceneGeometry.json"
"./OSD/V1.5/data/LightSource.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/LightSource.json"
"./OSD/V1.5/data/LocationObject.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/LocationObject.json"
"./OSD/V1.5/data/Object.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/Object.json"
"./OSD/V1.5/data/ObjectAffordance.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/TimeExpression.json from id https://schemas.mpai.community/OSD/V1.5/data/ObjectAffordance.json"
"./OSD/V1.5/data/OcclusionFlag.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/MLModelTypes.json from id https://schemas.mpai.community/TFA/V1.5/data/MLModelQualifier.json"
"./OSD/V1.5/data/OfflineMapEventDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/OfflineMapEventDescriptors.json"
"./OSD/V1.5/data/OfflineMapObject.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/OfflineMapObject.json"
"./OSD/V1.5/data/OfflineMapSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/OfflineMapSceneDescriptors.json"
"./OSD/V1.5/data/OfflineMapSceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/OfflineMapSceneGeometry.json"
"./OSD/V1.5/data/Orientation.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/ObjectTypes.json from id https://schemas.mpai.community/OSD/V1.5/types/Orientation.json"
"./OSD/V1.5/data/Path.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/PointOfView.json from id https://schemas.mpai.community/OSD/V1.5/data/Path.json"
"./OSD/V1.5/data/PerceptibleEntity.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/Object.json"
"./OSD/V1.5/data/Plot.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/Plot.json"
"./OSD/V1.5/data/Point.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/MLModelTypes.json from id https://schemas.mpai.community/TFA/V1.5/data/MLModelQualifier.json"
"./OSD/V1.5/data/PointOfView.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/CoordinateTypes.json from id https://schemas.mpai.community/OSD/V1.5/data/PointOfView.json"
"./OSD/V1.5/data/PoseMatrix.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/MLModelTypes.json from id https://schemas.mpai.community/TFA/V1.5/data/MLModelQualifier.json"
"./OSD/V1.5/data/Position.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/CoordinateTypes.json from id https://schemas.mpai.community/OSD/V1.5/types/Position.json"
"./OSD/V1.5/data/RADAREventDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/RADARaEventDescriptors.json"
"./OSD/V1.5/data/RADARObject.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/RADARObject.json"
"./OSD/V1.5/data/RADARSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/RADARSceneDescriptors.json"
"./OSD/V1.5/data/RADARSceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/RADARSceneGeometry.json"
"./OSD/V1.5/data/RangeConstraint.json","invalid","strict mode: unknown keyword: ""Direction"""
"./OSD/V1.5/data/RightParallelepiped.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/RightParallelepiped.json"
"./OSD/V1.5/data/RRULE.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/MLModelTypes.json from id https://schemas.mpai.community/TFA/V1.5/data/MLModelQualifier.json"
"./OSD/V1.5/data/SalienceScore.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/MLModelTypes.json from id https://schemas.mpai.community/TFA/V1.5/data/MLModelQualifier.json"
"./OSD/V1.5/data/SceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/SceneDescriptors.json"
"./OSD/V1.5/data/SceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/SceneGeometry.json"
"./OSD/V1.5/data/Selector.json","invalid","strict mode: unknown keyword: ""Required"""
"./OSD/V1.5/data/SimpleLocation.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json from id https://schemas.mpai.community/OSD/V1.5/data/SimpleLocation.json"
"./OSD/V1.5/data/SimpleTime.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/MLModelTypes.json from id https://schemas.mpai.community/TFA/V1.5/data/MLModelQualifier.json"
"./OSD/V1.5/data/SpaceTime.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/SpatialAttitude.json from id https://schemas.mpai.community/OSD/V1.5/data/SpaceTime.json"
"./OSD/V1.5/data/SpatialAnchor.json","invalid","can't resolve reference https://schemas.mpai.community/OSD/V1.5/data/Location.json from id https://schemas.mpai.community/OSD/V1.5/data/SpatialAnchor.json"
"./OSD/V1.5/data/SpatialAttitude.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/CoordinateTypes.json from id https://schemas.mpai.community/OSD/V1.5/data/SpatialAttitude.json"
"./OSD/V1.5/data/SpatialCue.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/CoordinateTypes.json from id https://schemas.mpai.community/OSD/V1.5/data/SpatialCue.json"
"./OSD/V1.5/data/SpeechEventDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/CoordinateTypes.json from id https://schemas.mpai.community/OSD/V1.5/data/SpatialAttitude.json"
"./OSD/V1.5/data/SpeechObject.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/CoordinateTypes.json from id https://schemas.mpai.community/OSD/V1.5/data/SpatialAttitude.json"
"./OSD/V1.5/data/SpeechSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/CoordinateTypes.json from id https://schemas.mpai.community/OSD/V1.5/data/SpatialAttitude.json"
"./OSD/V1.5/data/SpeechSceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/CoordinateTypes.json from id https://schemas.mpai.community/OSD/V1.5/data/SpatialAttitude.json"
"./OSD/V1.5/data/TemporalCue.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/MLModelTypes.json from id https://schemas.mpai.community/TFA/V1.5/data/MLModelQualifier.json"
"./OSD/V1.5/data/TextObject.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/CoordinateTypes.json from id https://schemas.mpai.community/OSD/V1.5/data/SpatialAttitude.json"
"./OSD/V1.5/data/TextureMap.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/MLModelTypes.json from id https://schemas.mpai.community/TFA/V1.5/data/MLModelQualifier.json"
"./OSD/V1.5/data/Time.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/MLModelTypes.json from id https://schemas.mpai.community/TFA/V1.5/data/MLModelQualifier.json"
"./OSD/V1.5/data/TimeExpression.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/MLModelTypes.json from id https://schemas.mpai.community/TFA/V1.5/data/MLModelQualifier.json"
"./OSD/V1.5/data/Trajectory.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/CoordinateTypes.json from id https://schemas.mpai.community/OSD/V1.5/data/SpatialAttitude.json"
"./OSD/V1.5/data/UltrasoundEventDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/CoordinateTypes.json from id https://schemas.mpai.community/OSD/V1.5/data/SpatialAttitude.json"
"./OSD/V1.5/data/UltrasoundObject.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/CoordinateTypes.json from id https://schemas.mpai.community/OSD/V1.5/data/SpatialAttitude.json"
"./OSD/V1.5/data/UltrasoundSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/CoordinateTypes.json from id https://schemas.mpai.community/OSD/V1.5/data/SpatialAttitude.json"
"./OSD/V1.5/data/UltrasoundSceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/CoordinateTypes.json from id https://schemas.mpai.community/OSD/V1.5/data/SpatialAttitude.json"
"./OSD/V1.5/data/VisualEventDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/CoordinateTypes.json from id https://schemas.mpai.community/OSD/V1.5/data/SpatialAttitude.json"
"./OSD/V1.5/data/VisualObject.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/CoordinateTypes.json from id https://schemas.mpai.community/OSD/V1.5/data/SpatialAttitude.json"
"./OSD/V1.5/data/VisualSceneDescriptors.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/CoordinateTypes.json from id https://schemas.mpai.community/OSD/V1.5/data/SpatialAttitude.json"
"./OSD/V1.5/data/VisualSceneGeometry.json","invalid","can't resolve reference https://schemas.mpai.community/TFA/V1.5/types/CoordinateTypes.json from id https://schemas.mpai.community/OSD/V1.5/data/SpatialAttitude.json"
